Comunidades y Ciudades Autónomas;Sector económico;Periodo;Total
11 Extremadura;Construcción;2012T3;11,7
11 Extremadura;Construcción;2012T2;13,4
11 Extremadura;Construcción;2012T1;12,3
11 Extremadura;Construcción;2011T4;11,1
11 Extremadura;Construcción;2011T3;11,7
11 Extremadura;Construcción;2011T2;11,3
11 Extremadura;Construcción;2011T1;11,8
11 Extremadura;Construcción;2010T4;11,5
11 Extremadura;Construcción;2010T3;8,2
11 Extremadura;Construcción;2010T2;10,6
11 Extremadura;Construcción;2010T1;14,4
11 Extremadura;Construcción;2009T4;11,3
11 Extremadura;Construcción;2009T3;11,4
11 Extremadura;Construcción;2009T2;15
11 Extremadura;Construcción;2009T1;18,4
11 Extremadura;Construcción;2008T4;17,5
11 Extremadura;Construcción;2008T3;10,1
11 Extremadura;Construcción;2008T2;8,8
11 Extremadura;Construcción;2008T1;6,1
11 Extremadura;Servicios;2024T4;29,8
11 Extremadura;Servicios;2024T3;24,1
11 Extremadura;Servicios;2024T2;27,7
11 Extremadura;Servicios;2024T1;33,9
11 Extremadura;Servicios;2023T4;30,6
11 Extremadura;Servicios;2023T3;30,9
11 Extremadura;Servicios;2023T2;29,6
11 Extremadura;Servicios;2023T1;34,9
11 Extremadura;Servicios;2022T4;30,5
11 Extremadura;Servicios;2022T3;29,2
11 Extremadura;Servicios;2022T2;29,3
11 Extremadura;Servicios;2022T1;29,9
11 Extremadura;Servicios;2021T4;33,7
11 Extremadura;Servicios;2021T3;38,5
11 Extremadura;Servicios;2021T2;39,9
11 Extremadura;Servicios;2021T1;38,2
11 Extremadura;Servicios;2020T4;34,8
11 Extremadura;Servicios;2020T3;37,7
11 Extremadura;Servicios;2020T2;41,4
11 Extremadura;Servicios;2020T1;40,1
11 Extremadura;Servicios;2019T4;36,9
11 Extremadura;Servicios;2019T3;30,1
11 Extremadura;Servicios;2019T2;32,4
11 Extremadura;Servicios;2019T1;38
11 Extremadura;Servicios;2018T4;38,4
11 Extremadura;Servicios;2018T3;31,2
11 Extremadura;Servicios;2018T2;35,8
11 Extremadura;Servicios;2018T1;41,9
11 Extremadura;Servicios;2017T4;34,9
11 Extremadura;Servicios;2017T3;34,6
11 Extremadura;Servicios;2017T2;36,3
11 Extremadura;Servicios;2017T1;35,9
11 Extremadura;Servicios;2016T4;44
11 Extremadura;Servicios;2016T3;35,9
11 Extremadura;Servicios;2016T2;35,5
11 Extremadura;Servicios;2016T1;39,4
11 Extremadura;Servicios;2015T4;38,1
11 Extremadura;Servicios;2015T3;39,5
11 Extremadura;Servicios;2015T2;45,5
11 Extremadura;Servicios;2015T1;39,5
11 Extremadura;Servicios;2014T4;39,3
11 Extremadura;Servicios;2014T3;36,8
11 Extremadura;Servicios;2014T2;41,4
11 Extremadura;Servicios;2014T1;40,9
11 Extremadura;Servicios;2013T4;43,9
11 Extremadura;Servicios;2013T3;41,9
11 Extremadura;Servicios;2013T2;44,7
11 Extremadura;Servicios;2013T1;53,4
11 Extremadura;Servicios;2012T4;47,9
11 Extremadura;Servicios;2012T3;46,1
11 Extremadura;Servicios;2012T2;48,3
11 Extremadura;Servicios;2012T1;46,8
11 Extremadura;Servicios;2011T4;42,3
11 Extremadura;Servicios;2011T3;33
11 Extremadura;Servicios;2011T2;29,8
11 Extremadura;Servicios;2011T1;35,4
11 Extremadura;Servicios;2010T4;35,6
11 Extremadura;Servicios;2010T3;34,3
11 Extremadura;Servicios;2010T2;35,3
11 Extremadura;Servicios;2010T1;37,1
11 Extremadura;Servicios;2009T4;33,9
11 Extremadura;Servicios;2009T3;32,3
11 Extremadura;Servicios;2009T2;31,7
11 Extremadura;Servicios;2009T1;32,4
11 Extremadura;Servicios;2008T4;28,5
11 Extremadura;Servicios;2008T3;22,3
11 Extremadura;Servicios;2008T2;22,1
11 Extremadura;Servicios;2008T1;27
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;29
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;31,2
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;35,6
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;34,3
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;35
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;41
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;42,5
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;42,1
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;39,6
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;37,3
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;40
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;42,2
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;44,9
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;39,2
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;42,1
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;46,1
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;47,9
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;44,5
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T2;38,6
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T1;48,4
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T4;54,1
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T3;54,1
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T2;53,5
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T1;48,3
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T4;51,1
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T3;53,9
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T2;58,1
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T1;57,1
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T4;59,7
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T3;62,5
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T2;71,2
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T1;75,8
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T4;72,3
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T3;71
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T2;69,9
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T1;67,7
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T4;70,3
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T3;74,4
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T2;77,6
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T1;82
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T4;77,7
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T3;78,5
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T2;80,4
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T1;79,1
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T4;89,7
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T3;96,1
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T2;88,8
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T1;82,5
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T4;86,3
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T3;83,9
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T2;78,1
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T1;72,4
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T4;65,6
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T3;54,8
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T2;58,9
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T1;57
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T4;54,7
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T3;53,2
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T2;52,4
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T1;42,7
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T4;41,3
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T3;36,3
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T2;30,8
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T1;34,3
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T4;28,2
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T3;27,2
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T2;28,2
11 Extremadura;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T1;23,3
12 Galicia;Total;2024T4;109,4
12 Galicia;Total;2024T3;112,5
12 Galicia;Total;2024T2;119,8
12 Galicia;Total;2024T1;131,6
12 Galicia;Total;2023T4;114,9
12 Galicia;Total;2023T3;118,7
12 Galicia;Total;2023T2;117,2
12 Galicia;Total;2023T1;135
12 Galicia;Total;2022T4;131,6
12 Galicia;Total;2022T3;136,2
12 Galicia;Total;2022T2;138,6
12 Galicia;Total;2022T1;141,2
12 Galicia;Total;2021T4;134,3
12 Galicia;Total;2021T3;126
12 Galicia;Total;2021T2;150,9
12 Galicia;Total;2021T1;156,1
12 Galicia;Total;2020T4;142,6
12 Galicia;Total;2020T3;144,8
12 Galicia;Total;2020T2;142,5
12 Galicia;Total;2020T1;156,8
12 Galicia;Total;2019T4;145,8
12 Galicia;Total;2019T3;143,5
12 Galicia;Total;2019T2;140,4
12 Galicia;Total;2019T1;153,9
12 Galicia;Total;2018T4;148,9
12 Galicia;Total;2018T3;153
12 Galicia;Total;2018T2;175
12 Galicia;Total;2018T1;186,5
12 Galicia;Total;2017T4;182,1
12 Galicia;Total;2017T3;181,7
12 Galicia;Total;2017T2;201,5
12 Galicia;Total;2017T1;217,1
12 Galicia;Total;2016T4;204,2
12 Galicia;Total;2016T3;206,7
12 Galicia;Total;2016T2;222,9
12 Galicia;Total;2016T1;227,9
12 Galicia;Total;2015T4;222,7
12 Galicia;Total;2015T3;222,8
12 Galicia;Total;2015T2;252,5
12 Galicia;Total;2015T1;275,7
12 Galicia;Total;2014T4;263,8
12 Galicia;Total;2014T3;258,3
12 Galicia;Total;2014T2;284,3
12 Galicia;Total;2014T1;296,9
12 Galicia;Total;2013T4;280,9
12 Galicia;Total;2013T3;279,1
12 Galicia;Total;2013T2;290,3
12 Galicia;Total;2013T1;287,9
12 Galicia;Total;2012T4;276,9
12 Galicia;Total;2012T3;263,4
12 Galicia;Total;2012T2;275,9
12 Galicia;Total;2012T1;265,9
12 Galicia;Total;2011T4;239,8
12 Galicia;Total;2011T3;224,9
12 Galicia;Total;2011T2;218,9
12 Galicia;Total;2011T1;225,3
12 Galicia;Total;2010T4;203
12 Galicia;Total;2010T3;195,1
12 Galicia;Total;2010T2;201,3
12 Galicia;Total;2010T1;200,2
12 Galicia;Total;2009T4;167,6
12 Galicia;Total;2009T3;161,1
12 Galicia;Total;2009T2;166,7
12 Galicia;Total;2009T1;161
12 Galicia;Total;2008T4;127,7
12 Galicia;Total;2008T3;110,3
12 Galicia;Total;2008T2;108,1
12 Galicia;Total;2008T1;108,3
12 Galicia;Agricultura;2024T4;3,4
12 Galicia;Agricultura;2024T3;3,3
12 Galicia;Agricultura;2024T2;3,1
12 Galicia;Agricultura;2024T1;4,1
12 Galicia;Agricultura;2023T4;3,5
12 Galicia;Agricultura;2023T3;3,1
12 Galicia;Agricultura;2023T2;4,9
12 Galicia;Agricultura;2023T1;5,8
12 Galicia;Agricultura;2022T4;2,7
12 Galicia;Agricultura;2022T3;2,9
12 Galicia;Agricultura;2022T2;3,1
12 Galicia;Agricultura;2022T1;3,8
12 Galicia;Agricultura;2021T4;3,5
12 Galicia;Agricultura;2021T3;3,1
12 Galicia;Agricultura;2021T2;4,2
12 Galicia;Agricultura;2021T1;3,9
12 Galicia;Agricultura;2020T4;3,6
12 Galicia;Agricultura;2020T3;2,6
12 Galicia;Agricultura;2020T2;4,8
12 Galicia;Agricultura;2020T1;6,4
12 Galicia;Agricultura;2019T4;5,3
12 Galicia;Agricultura;2019T3;4,7
12 Galicia;Agricultura;2019T2;5,3
12 Galicia;Agricultura;2019T1;5,3
12 Galicia;Agricultura;2018T4;4,6
12 Galicia;Agricultura;2018T3;4,2
12 Galicia;Agricultura;2018T2;5
12 Galicia;Agricultura;2018T1;4,4
12 Galicia;Agricultura;2017T4;3,5
12 Galicia;Agricultura;2017T3;3,5
12 Galicia;Agricultura;2017T2;5,6
12 Galicia;Agricultura;2017T1;6,5
12 Galicia;Agricultura;2016T4;5,2
12 Galicia;Agricultura;2016T3;2,7
12 Galicia;Agricultura;2016T2;4,5
12 Galicia;Agricultura;2016T1;5,5
12 Galicia;Agricultura;2015T4;5,1
12 Galicia;Agricultura;2015T3;2,8
12 Galicia;Agricultura;2015T2;4,2
12 Galicia;Agricultura;2015T1;4,9
12 Galicia;Agricultura;2014T4;4
12 Galicia;Agricultura;2014T3;4,2
12 Galicia;Agricultura;2014T2;6
12 Galicia;Agricultura;2014T1;6,4
12 Galicia;Agricultura;2013T4;4,8
12 Galicia;Agricultura;2013T3;4,5
12 Galicia;Agricultura;2013T2;5,3
12 Galicia;Agricultura;2013T1;6,1
12 Galicia;Agricultura;2012T4;5,1
12 Galicia;Agricultura;2012T3;4,2
12 Galicia;Agricultura;2012T2;5,2
12 Galicia;Agricultura;2012T1;6,4
12 Galicia;Agricultura;2011T4;7
12 Galicia;Agricultura;2011T3;4,7
12 Galicia;Agricultura;2011T2;4,1
12 Galicia;Agricultura;2011T1;5,2
12 Galicia;Agricultura;2010T4;4,6
12 Galicia;Agricultura;2010T3;2,3
12 Galicia;Agricultura;2010T2;4
12 Galicia;Agricultura;2010T1;5,6
12 Galicia;Agricultura;2009T4;3,4
12 Galicia;Agricultura;2009T3;4,3
12 Galicia;Agricultura;2009T2;5,8
12 Galicia;Agricultura;2009T1;6,2
12 Galicia;Agricultura;2008T4;3
12 Galicia;Agricultura;2008T3;1,8
12 Galicia;Agricultura;2008T2;2,8
12 Galicia;Agricultura;2008T1;3,9
12 Galicia;Industria;2024T4;5,3
12 Galicia;Industria;2024T3;6,7
12 Galicia;Industria;2024T2;8,5
12 Galicia;Industria;2024T1;11,4
12 Galicia;Industria;2023T4;9,7
12 Galicia;Industria;2023T3;9,6
12 Galicia;Industria;2023T2;11,6
12 Galicia;Industria;2023T1;11,5
12 Galicia;Industria;2022T4;12,4
12 Galicia;Industria;2022T3;10,4
12 Galicia;Industria;2022T2;10,3
12 Galicia;Industria;2022T1;10
12 Galicia;Industria;2021T4;8,9
12 Galicia;Industria;2021T3;8,5
12 Galicia;Industria;2021T2;12,2
12 Galicia;Industria;2021T1;15,7
12 Galicia;Industria;2020T4;11
12 Galicia;Industria;2020T3;10,7
12 Galicia;Industria;2020T2;14
12 Galicia;Industria;2020T1;14,2
12 Galicia;Industria;2019T4;10,5
12 Galicia;Industria;2019T3;10,1
12 Galicia;Industria;2019T2;11,9
12 Galicia;Industria;2019T1;14,8
12 Galicia;Industria;2018T4;11,8
12 Galicia;Industria;2018T3;10,5
12 Galicia;Industria;2018T2;11,5
12 Galicia;Industria;2018T1;13,3
12 Galicia;Industria;2017T4;14,3
12 Galicia;Industria;2017T3;10,6
12 Galicia;Industria;2017T2;12,1
12 Galicia;Industria;2017T1;13,6
12 Galicia;Industria;2016T4;12,4
12 Galicia;Industria;2016T3;10
12 Galicia;Industria;2016T2;12,9
12 Galicia;Industria;2016T1;15
12 Galicia;Industria;2015T4;11
12 Galicia;Industria;2015T3;9,9
12 Galicia;Industria;2015T2;13,8
12 Galicia;Industria;2015T1;19,2
12 Galicia;Industria;2014T4;16,1
12 Galicia;Industria;2014T3;15,5
12 Galicia;Industria;2014T2;18,1
12 Galicia;Industria;2014T1;18,6
12 Galicia;Industria;2013T4;17,2
12 Galicia;Industria;2013T3;16,1
12 Galicia;Industria;2013T2;18,5
12 Galicia;Industria;2013T1;17,2
12 Galicia;Industria;2012T4;15,2
12 Galicia;Industria;2012T3;21,6
12 Galicia;Industria;2012T2;22,3
12 Galicia;Industria;2012T1;20,2
12 Galicia;Industria;2011T4;16,9
12 Galicia;Industria;2011T3;14,8
12 Galicia;Industria;2011T2;18,3
12 Galicia;Industria;2011T1;20,8
12 Galicia;Industria;2010T4;15,5
12 Galicia;Industria;2010T3;17,4
12 Galicia;Industria;2010T2;20
12 Galicia;Industria;2010T1;19
12 Galicia;Industria;2009T4;16,1
12 Galicia;Industria;2009T3;18,1
12 Galicia;Industria;2009T2;26,1
12 Galicia;Industria;2009T1;23,9
12 Galicia;Industria;2008T4;18
12 Galicia;Industria;2008T3;14,7
12 Galicia;Industria;2008T2;12,7
12 Galicia;Industria;2008T1;13,6
12 Galicia;Construcción;2024T4;2,8
12 Galicia;Construcción;2024T3;3,7
12 Galicia;Construcción;2024T2;3,8
12 Galicia;Construcción;2024T1;4,7
12 Galicia;Construcción;2023T4;2,9
12 Galicia;Construcción;2023T3;4
12 Galicia;Construcción;2023T2;2,8
12 Galicia;Construcción;2023T1;3,9
12 Galicia;Construcción;2022T4;3,8
12 Galicia;Construcción;2022T3;5,9
12 Galicia;Construcción;2022T2;6,9
12 Galicia;Construcción;2022T1;4,5
12 Galicia;Construcción;2021T4;3,2
12 Galicia;Construcción;2021T3;3,7
12 Galicia;Construcción;2021T2;4,3
12 Galicia;Construcción;2021T1;5,6
12 Galicia;Construcción;2020T4;3,9
12 Galicia;Construcción;2020T3;5,4
12 Galicia;Construcción;2020T2;6,3
12 Galicia;Construcción;2020T1;5,6
12 Galicia;Construcción;2019T4;5
12 Galicia;Construcción;2019T3;4
12 Galicia;Construcción;2019T2;4,2
12 Galicia;Construcción;2019T1;3,4
12 Galicia;Construcción;2018T4;2,5
12 Galicia;Construcción;2018T3;4,5
12 Galicia;Construcción;2018T2;5,3
12 Galicia;Construcción;2018T1;6,5
12 Galicia;Construcción;2017T4;5,8
12 Galicia;Construcción;2017T3;4,4
12 Galicia;Construcción;2017T2;4,7
12 Galicia;Construcción;2017T1;7,1
12 Galicia;Construcción;2016T4;5,8
12 Galicia;Construcción;2016T3;7,8
